0.5366,0.6249,0.4701,570.0,0.3333,0.3456,0.3218,87,0.3251,0.3437,0.3084,107,0.6418,0.7695,0.5505,376,0.5247,0.6174,0.4562,548.0,0.3292,0.3417,0.3176,85,0.3076,0.326,0.2912,103,0.6307,0.7658,0.5361,360
0.5139,0.5856,0.4578,570.0,0.3026,0.3538,0.2643,87,0.3109,0.2824,0.3457,107,0.6156,0.7256,0.5345,376,0.5061,0.5864,0.4452,548.0,0.2953,0.3437,0.2588,85,0.2969,0.2698,0.33,103,0.6103,0.7343,0.5222,360
0.4955,0.6171,0.4140,570.0,0.2631,0.3076,0.2298,87,0.3223,0.265,0.4112,107,0.5791,0.7889,0.4574,376,0.4782,0.6031,0.3962,535.0,0.2684,0.3125,0.2352,85,0.319,0.2662,0.398,103,0.5571,0.7743,0.4351,347
0.5071,0.5944,0.4421,570.0,0.279,0.2823,0.2758,87,0.3465,0.3684,0.3271,107,0.6031,0.731,0.5132,376,0.4768,0.5675,0.4111,518.0,0.2469,0.25,0.2439,82,0.3386,0.372,0.3106,103,0.5739,0.7061,0.4834,333
0.5187,0.5981,0.4578,570.0,0.3,0.3287,0.2758,87,0.336,0.2937,0.3925,107,0.6122,0.7471,0.5186,376,0.4722,0.5527,0.4122,507.0,0.2666,0.2941,0.2439,82,0.3319,0.2954,0.3786,103,0.5597,0.7009,0.4658,322
0.5422,0.6219,0.4807,570.0,0.3354,0.3648,0.3103,87,0.3406,0.3196,0.3644,107,0.6429,0.7675,0.5531,376,0.4971,0.5824,0.4337,498.0,0.3108,0.3333,0.2911,79,0.3396,0.3302,0.3495,103,0.5902,0.7268,0.4968,316
0.5334,0.6076,0.4754,570.0,0.3157,0.3692,0.2758,87,0.3062,0.3137,0.299,107,0.6475,0.7465,0.5718,376,0.4755,0.5534,0.4168,487.0,0.2857,0.3278,0.2531,79,0.2962,0.3218,0.2745,102,0.5838,0.6888,0.5065,306
0.5805,0.6344,0.5350,570.0,0.3623,0.4901,0.2873,87,0.3396,0.3428,0.3364,107,0.6961,0.7507,0.6489,376,0.5239,0.5813,0.4767,474.0,0.3333,0.4468,0.2658,79,0.3386,0.3678,0.3137,102,0.6372,0.692,0.5904,293
0.5541,0.6386,0.4894,570.0,0.3648,0.4426,0.3103,87,0.3349,0.3541,0.3177,107,0.6596,0.7649,0.5797,376,0.4863,0.5765,0.4206,466.0,0.3308,0.3928,0.2857,77,0.3278,0.3703,0.2941,102,0.5841,0.699,0.5017,287
0.5484,0.6098,0.4982,570.0,0.32,0.3809,0.2758,87,0.322,0.2945,0.3551,107,0.6616,0.7525,0.5904,376,0.4817,0.5423,0.4332,457.0,0.2706,0.3214,0.2337,77,0.33,0.3207,0.34,100,0.591,0.6822,0.5214,280
0.5750,0.6214,0.5350,570.0,0.3472,0.4385,0.2873,87,0.3157,0.3235,0.3084,107,0.6997,0.7484,0.6569,376,0.5025,0.5542,0.4596,446.0,0.3015,0.3877,0.2467,77,0.3152,0.3452,0.29,100,0.628,0.6796,0.5836,269
0.5730,0.6340,0.5228,570.0,0.3333,0.3768,0.2988,87,0.3402,0.3793,0.3084,107,0.6947,0.766,0.6356,376,0.5003,0.5699,0.4459,444.0,0.2919,0.3333,0.2597,77,0.3352,0.3972,0.29,100,0.6221,0.7028,0.558,267
0.5656,0.6396,0.5070,570.0,0.367,0.4084,0.3333,87,0.34,0.3,0.3925,107,0.6687,0.7898,0.5797,376,0.5007,0.5790,0.4411,442.0,0.3309,0.3709,0.2987,77,0.3551,0.3333,0.38,100,0.5982,0.7322,0.5056,265
0.5829,0.6452,0.5315,570.0,0.3432,0.4893,0.2643,87,0.3414,0.3571,0.3271,107,0.703,0.7632,0.6515,376,0.5133,0.5819,0.4592,442.0,0.2931,0.4358,0.2207,77,0.3406,0.378,0.31,100,0.6378,0.7013,0.5849,265
0.5884,0.6139,0.5649,570.0,0.3281,0.5121,0.2413,87,0.3865,0.3511,0.4299,107,0.6948,0.7122,0.6781,376,0.5106,0.5376,0.4861,434.0,0.2752,0.4687,0.1948,77,0.3636,0.3423,0.3877,98,0.6208,0.632,0.61,259
0.6014,0.6385,0.5684,570.0,0.3947,0.4615,0.3448,87,0.3574,0.37,0.3457,107,0.7178,0.7558,0.6835,376,0.5317,0.5723,0.4965,429.0,0.3511,0.4107,0.3066,75,0.3255,0.3684,0.2916,96,0.6598,0.6952,0.6279,258
0.5761,0.6339,0.5280,570.0,0.3576,0.4218,0.3103,87,0.3829,0.3515,0.4205,107,0.6775,0.7633,0.609,376,0.4772,0.5462,0.4238,420.0,0.2945,0.3518,0.2533,75,0.3316,0.3106,0.3555,90,0.5772,0.6864,0.498,255
0.5917,0.6152,0.5699,572.0,0.3283,0.468,0.2528,87,0.3574,0.37,0.3457,107,0.71002962963,0.718444444445,0.706262433865,378,0.5199,0.5549,0.4891,413.0,0.2803,0.4166,0.2112,71,0.3292,0.3552,0.3068,88,0.644149212598,0.662788188976,0.629862992126,254
0.5522,0.6220,0.4964,570.0,0.3086,0.3333,0.2873,87,0.3684,0.4216,0.3271,107,0.6607,0.7458,0.593,376,0.4655,0.5447,0.4064,406.0,0.2595,0.2786,0.2428,70,0.331,0.4067,0.279,86,0.5688,0.6666,0.496,250
0.6151,0.6410,0.5912,570.0,0.3211,0.44,0.2528,87,0.4056,0.4095,0.4018,107,0.7381,0.7534,0.7234,376,0.5426,0.5781,0.5112,401.0,0.2592,0.3589,0.2028,69,0.3712,0.3827,0.3604,86,0.6779,0.7079,0.6504,246
0.5997,0.6506,0.5561,570.0,0.3731,0.5319,0.2873,87,0.4251,0.44,0.4112,107,0.6966,0.738,0.6595,376,0.5147,0.5788,0.4634,397.0,0.2941,0.4545,0.2173,69,0.3924,0.4133,0.3734,83,0.6119,0.6699,0.5632,245
0.6127,0.6693,0.5649,570.0,0.3742,0.3809,0.3678,87,0.3979,0.4382,0.3644,107,0.7285,0.8019,0.6675,376,0.5366,0.6071,0.4808,391.0,0.3134,0.3134,0.3134,67,0.3673,0.4218,0.3253,83,0.6557,0.7526,0.5809,241
0.6240,0.6817,0.5754,570.0,0.3971,0.5185,0.3218,87,0.4339,0.438,0.4299,107,0.7277,0.7888,0.6755,376,0.5410,0.6086,0.4869,384.0,0.3207,0.4358,0.2537,67,0.3875,0.3974,0.378,82,0.6541,0.7315,0.5914,235
0.6230,0.6501,0.5982,570.0,0.3582,0.5106,0.2758,87,0.4242,0.3951,0.4579,107,0.7332,0.7549,0.7127,376,0.5359,0.5775,0.5,374.0,0.268,0.3939,0.2031,64,0.4067,0.375,0.4444,81,0.6478,0.7005,0.6026,229
0.5971,0.6495,0.5526,570.0,0.4146,0.4415,0.3908,87,0.3981,0.3944,0.4018,107,0.6948,0.7702,0.6329,376,0.5044,0.5735,0.4501,371.0,0.3529,0.3818,0.3281,64,0.3757,0.369,0.3827,81,0.5897,0.7012,0.5088,226
0.6192,0.6801,0.5684,570.0,0.3918,0.4754,0.3333,87,0.4,0.4578,0.3551,107,0.7332,0.7907,0.6835,376,0.5363,0.6064,0.4807,364.0,0.3047,0.372,0.258,62,0.375,0.4285,0.3333,81,0.66,0.7374,0.5972,221
0.6397,0.6595,0.6210,570.0,0.3943,0.509,0.3218,87,0.423,0.4356,0.4112,107,0.754,0.758,0.75,376,0.5520,0.5820,0.525,360.0,0.2916,0.4117,0.2258,62,0.4129,0.4266,0.4,80,0.6713,0.6875,0.6559,218
0.6109,0.6580,0.5701,570.0,0.3684,0.4307,0.3218,87,0.4411,0.4639,0.4205,107,0.7148,0.7659,0.6702,376,0.5132,0.5704,0.4664,358.0,0.2752,0.3191,0.2419,62,0.4161,0.4492,0.3875,80,0.6173,0.6875,0.5601,216
0.6112,0.6474,0.5789,570.0,0.3821,0.4285,0.3448,87,0.406,0.4444,0.3738,107,0.7222,0.7558,0.6914,376,0.5229,0.5682,0.4844,353.0,0.3063,0.34,0.2786,61,0.3698,0.409,0.3375,80,0.643,0.6939,0.599,212
0.6301,0.6635,0.6,570.0,0.3703,0.5208,0.2873,87,0.4272,0.4159,0.4392,107,0.7417,0.767,0.718,376,0.5545,0.5997,0.5156,351.0,0.2888,0.4482,0.2131,61,0.4171,0.4047,0.4303,79,0.6733,0.7165,0.635,211
0.6293,0.6639,0.5982,570.0,0.3623,0.4901,0.2873,87,0.3958,0.447,0.3551,107,0.7523,0.7658,0.7393,376,0.5139,0.5613,0.4738,344.0,0.2068,0.3,0.1578,57,0.3649,0.431,0.3164,79,0.6498,0.6825,0.6201,208
0.6152,0.6391,0.5929,570.0,0.3857,0.5094,0.3103,87,0.3846,0.396,0.3738,107,0.7294,0.7384,0.7207,376,0.5041,0.5355,0.4763,338.0,0.2195,0.3461,0.1607,56,0.3483,0.3552,0.3417,79,0.6361,0.6578,0.6157,203
0.6413,0.6842,0.6035,570.0,0.3913,0.5294,0.3103,87,0.4242,0.4615,0.3925,107,0.7565,0.7834,0.7313,376,0.5354,0.5844,0.4939,330.0,0.2558,0.3666,0.1964,56,0.3802,0.4285,0.3417,79,0.6738,0.7102,0.641,195
0.6555,0.6676,0.6438,570.0,0.4217,0.5166,0.3563,87,0.4188,0.4761,0.3738,107,0.7718,0.757,0.7872,376,0.5671,0.5841,0.5510,323.0,0.326,0.4054,0.2727,55,0.4028,0.4666,0.3544,79,0.6994,0.6852,0.7142,189
0.6336,0.6781,0.5947,570.0,0.4,0.5625,0.3103,87,0.4097,0.4285,0.3925,107,0.7458,0.7758,0.718,376,0.5398,0.5910,0.4968,318.0,0.275,0.44,0.2,55,0.4084,0.4531,0.3717,78,0.6647,0.6941,0.6378,185
0.6312,0.6659,0.6,570.0,0.3975,0.4177,0.3793,87,0.4188,0.4761,0.3738,107,0.7451,0.7774,0.7154,376,0.5237,0.5729,0.4824,313.0,0.2962,0.3018,0.2909,55,0.4117,0.4827,0.3589,78,0.6407,0.6948,0.5944,180
0.6459,0.6738,0.6203,569.0,0.4155,0.4776,0.3678,87,0.4044,0.5,0.3396,106,0.763,0.7681,0.7579,376,0.5406,0.5777,0.5080,309.0,0.3541,0.4146,0.309,55,0.3809,0.4897,0.3116,77,0.6609,0.6666,0.6553,177
0.6510,0.6609,0.6414,569.0,0.3918,0.4754,0.3333,87,0.4334,0.4536,0.415,106,0.7694,0.7624,0.7765,376,0.5399,0.5600,0.5211,307.0,0.3111,0.4,0.2545,55,0.4026,0.4109,0.3947,76,0.6666,0.6744,0.659,176
0.6418,0.6414,0.6421,570.0,0.3741,0.5,0.2988,87,0.404,0.4395,0.3738,107,0.7633,0.7317,0.7978,376,0.5386,0.5409,0.5364,302.0,0.2531,0.4166,0.1818,55,0.4255,0.4615,0.3947,76,0.6612,0.6161,0.7134,171
0.6439,0.6757,0.6151,569.0,0.3636,0.4179,0.3218,87,0.4319,0.4299,0.4339,106,0.7677,0.8046,0.734,376,0.5110,0.5529,0.4750,301.0,0.2417,0.3055,0.2,55,0.4183,0.4155,0.421,76,0.6369,0.6944,0.5882,170
0.6483,0.6854,0.6151,569.0,0.4203,0.4714,0.3793,87,0.4292,0.4444,0.415,106,0.7625,0.8029,0.726,376,0.5319,0.5770,0.4932,298.0,0.301,0.3589,0.2592,54,0.4027,0.4142,0.3918,74,0.6603,0.7172,0.6117,170
0.6466,0.6860,0.6115,569.0,0.4076,0.4571,0.3678,87,0.4729,0.4948,0.4528,106,0.7507,0.7928,0.7127,376,0.5324,0.5783,0.4932,296.0,0.3157,0.3658,0.2777,54,0.4475,0.4637,0.4324,74,0.6387,0.6971,0.5892,168
0.6614,0.7060,0.6221,569.0,0.446,0.5961,0.3563,87,0.4228,0.5362,0.349,106,0.7698,0.7792,0.7606,376,0.5400,0.5943,0.4949,295.0,0.3414,0.5,0.2592,54,0.3728,0.5,0.2972,74,0.6626,0.6666,0.6586,167
0.6383,0.6999,0.5866,571.0,0.4575,0.5303,0.4022,87,0.4,0.4523,0.3584,106,0.743579100529,0.808425925926,0.693032804235,378,0.5223,0.5861,0.4709,293.0,0.3863,0.5,0.3148,54,0.3941,0.4285,0.3648,74,0.618943030303,0.685004242424,0.569624242424,165
0.6555,0.6749,0.6373,568.0,0.4105,0.4843,0.3563,87,0.4598,0.5308,0.4056,106,0.7639,0.7598,0.768,375,0.5360,0.5643,0.5103,290.0,0.2954,0.3823,0.2407,54,0.4461,0.5178,0.3918,74,0.6503,0.6463,0.6543,162
0.6327,0.6623,0.6056,568.0,0.3885,0.3863,0.3908,87,0.4086,0.475,0.3584,106,0.7513,0.7793,0.7253,375,0.5044,0.5392,0.4738,287.0,0.3047,0.3076,0.3018,53,0.3875,0.4545,0.3378,74,0.6229,0.6551,0.5937,160
0.6496,0.6830,0.6192,570.0,0.4,0.5283,0.3218,87,0.402,0.4482,0.3644,107,0.7729,0.7857,0.7606,376,0.5028,0.5472,0.4650,286.0,0.2337,0.375,0.1698,53,0.388,0.4333,0.3513,74,0.6363,0.6577,0.6163,159
