suevicum mare
mare suevicum
summus pyrenaeus
pyrenaeus summus
sunonensis lacus
lacus sunonensis
superum mare
mare superum
surrentinum prom
prom surrentinum
syagros promontorium
promontorium syagros
syebi montes
montes syebi
sylina insula
insula sylina
syriae portae
portae syriae
syrtica regio
regio syrtica
syrtis major
major syrtis
taburnus mons
mons taburnus
talaeus mons
mons talaeus
tamyraces sinus
sinus tamyraces
tapsus fluvius
fluvius tapsus
tapuri montes
montes tapuri
tarentinus sinus
sinus tarentinus
tarraconensis provincia
provincia tarraconensis
tatta lacus
lacus tatta
taunus mons
mons taunus
taurici montes
montes taurici
taurus mons
mons taurus
taurus palus
palus taurus
teari julienses
julienses teari
telephrius mons
mons telephrius
telmissicus sinus
sinus telmissicus
telmissis promontorium
promontorium telmissis
telo martius
martius telo
tenericus campus
campus tenericus
tenesis regio
regio tenesis
tereps fluvius
fluvius tereps
tereses fortunales
fortunales tereses
terinaeus sinus
sinus terinaeus
teriola castra
castra teriola
tetrica mons
mons tetrica
teutobergiensis saltus
saltus teutobergiensis
thebae corsicae
corsicae thebae
thebae phthiotides
phthiotides thebae
theon ochema
ochema theon
theriodes sinus
sinus theriodes
thermaicus sinus
sinus thermaicus
thonitis lacus
lacus thonitis
thrasymenus lacus
lacus thrasymenus
thyreates sinus
sinus thyreates
tiberias mare
mare tiberias
tibigense oppidum
oppidum tibigense
tigava castra
castra tigava
tigurinus pagus
pagus tigurinus
tilphossa fons
fons tilphossa
timacum majus
majus timacum
tiora matiena
matiena tiora
toronaicus sinus
sinus toronaicus
traia capita
capita traia
transcellensis mons
mons transcellensis
trapezus mons
mons trapezus
tremerus ins
ins tremerus
tres arbores
arbores tres
tres tabernae
tabernae tres
tretum prom
prom tretum
trichonis lacus
lacus trichonis
tripolitana regio
regio tripolitana
tritium metallum
metallum tritium
tritium tuboricum
tuboricum tritium
trochoeides lacus
lacus trochoeides
troicus mons
mons troicus
tropaea augusti
augusti tropaea
tropaea drusi
drusi tropaea
tropaea pompeii
pompeii tropaea
trutulensis portus
portus trutulensis
tuati vetus
vetus tuati
tuburbo majus
majus tuburbo
tugiensis saltus
saltus tugiensis
turres albae
albae turres
turris libyssonis
libyssonis turris
turrus fluvius
fluvius turrus
tuscum mare
mare tuscum
tynidrumense opp
opp tynidrumense
tyrrhenum mare
mare tyrrhenum
vada sabbata
sabbata vada
vada volaterrana
volaterrana vada
vadimonis lacus
lacus vadimonis
vallis pennina
pennina vallis
vallum romanum
romanum vallum
vandalici montes
montes vandalici
vasconum saltus
saltus vasconum
velpi montes
montes velpi
venedici montes
montes venedici
venedicus sinus
sinus venedicus
veneris mons
mons veneris
veneris prom
prom veneris
veneticae insulae
insulae veneticae
venetus lacus
lacus venetus
vennicnium prom
prom vennicnium
verbanus lacus
lacus verbanus
verbigenus pagus
pagus verbigenus
vesci faventia
faventia vesci
vesulus mons
mons vesulus
vesuvius mons
mons vesuvius
vexalla aest
aest vexalla
via aemilia
aemilia via
via aemilia scauri
scauri via aemilia
via amerina
amerina via
via appia
appia via
via aquilia
aquilia via
via ardeatina
ardeatina via
via aurelia
aurelia via
via candavia
candavia via
via cassia
cassia via
via ciminia
ciminia via
via clodia
clodia via
via domitiana
domitiana via
via egnatia
egnatia via
via flaminia
flaminia via
via labicana
labicana via
via latina
latina via
via laurentina
laurentina via
via nomentana
nomentana via
via ostiensis
ostiensis via
via popilia
popilia via
via portuensis
portuensis via
via postumia
postumia via
via praenestina
praenestina via
via salaria
salaria via
via sublacensis
sublacensis via
via tiberina
tiberina via
via tiburtina
tiburtina via
via trajana
trajana via
via valeria
valeria via
vibi forum
forum vibi
vibonensis sinus
sinus vibonensis
victoriae mons
mons victoriae
victoriae portus
portus victoriae
vicus alexandri
alexandri vicus
vicus aquarius
aquarius vicus
vicus caecilius
caecilius vicus
vicus cuminarius
cuminarius vicus
vicus dolucensis
dolucensis vicus
vicus helenae
helenae vicus
vicus ictimulorum
ictimulorum vicus
vicus julii
julii vicus
vicus julius
julius vicus
vicus matrini
matrini vicus
vicus novus
novus vicus
vicus spacorum
spacorum vicus
vicus varianus
varianus vicus
villa faustini
faustini villa
vindana portus
portus vindana
vindilis insula
insula vindilis
vindius mons
mons vindius
violvascensis pagus
pagus violvascensis
ulcaei lacus
lacus ulcaei
ulcisia castra
castra ulcisia
uliarus insula
insula uliarus
ulterior portus
portus ulterior
vocanus ager
ager vocanus
vocetius mons
mons vocetius
volsiniensis lacus
lacus volsiniensis
urbana colonia
colonia urbana
urbigenus pagus
pagus urbigenus
urbs salvia
salvia urbs
urbs vetus
vetus urbs
urcitanus sinus
sinus urcitanus
uria lacus
lacus uria
urias sinus
sinus urias
ursi promontorium
promontorium ursi
vulcaniae insulae
insulae vulcaniae
vultur mons
mons vultur
uxantis insula
insula uxantis
xenagorae insulae
insulae xenagorae
xiphonius portus
portus xiphonius
xyline come
come xyline
zagrus mons
mons zagrus
zamae fons
fons zamae
zamense oppidum
oppidum zamense
zao promontorium
promontorium zao
zarax mons
mons zarax
zea portus
portus zea
zenobii insulae
insulae zenobii
zenonis chersonesus
chersonesus zenonis
zephyrium promontorium
promontorium zephyrium
zeugitana regio
regio zeugitana
ziguensis mons
mons ziguensis
zingis promontorium
promontorium zingis
